context	label	split
This can be readily observed when selection is artificially induced by forcing GC B cell-T follicular helper (Tfh) cell interactions (<CITED HERE>; Gitlin et al., 2014; Victora et al., 2010), but is also likely to be at the origin of the ‘‘clonal bursts’’ that can lead to radical loss of…	background	train
Current epidemiological evidence also supports its potential association with increase in blood pressure and hypertension prevalence (<CITED HERE>).	background	train
PepT1 mRNA was highly expressed in the YS from e13 to e17, which was the same as the results from qPCR analysis (Yadgary et al., 2011; <CITED HERE>).	result	train
Providing intrinsic incentives for peers to help with traffic flow in P2P network applications is important in order to overcome the most common problems with the open-source P2P paradigm: Free-riding and tragedy of the commons (<CITED HERE>).	background	train
Using quantitative RT-PCR, immunocytochemistry, and Western blot analysis, we have previously shown that Cx-43 and -40 are present in both in PAECs and PASMCs, whereas Cx-37 was only present in PASMCs <CITED HERE>.	method	train
Then, we use active shape models (ASM) <CITED HERE> to detect the facial landmarks and all facial images would be aligned and cropped via the locations of the eyes center and the upper lip (see Fig.	method	train
These issues have been studied and described by <CITED HERE> and Scotti & Pineda (2007).	background	train
In this research we focus on the position of AEW trough axes, for brevity and because of their welldocumented association with disturbed weather (e.g., <CITED HERE>).	method	train
PFC patients and controls did not differ with respect to the amount of time spent making the first move on each tower, a finding consistent with previous studies (<CITED HERE>).	result	train
According to Figure 4, Figure 5 and previous results <CITED HERE>), this could yield effect on the measured speed and error rate in text entry experiments.	background	train
"…isolates, Pseudomonas and Rhodococcus are well-known biosurfactant producers (Syldatk et al. 1985; Desai and Banat 1997; Husain et al. 1997; Coelho et al.
2003; Maier 2003), but such capability was rarely reported for cold-adapted isolates (Yakimov et al. 1999; Pini et al. 2007; <CITED HERE>)."	background	train
Furosemide and midazolam concentrations were simultaneously determined in the solution by UV spectrophotometry coupled with partial least square (PLS) regression <CITED HERE>.	method	train
Workshops supplemented by ongoing feedback or supervision does result in sustained improvements in counselor practice (<CITED HERE>; Miller, Yahne, Moyers, Martinez, & Pirritano, 2004; Sholomskas et al., 2005; Walters et al., 2005).	background	train
The same approach was used to analyze CLIP data for CELF1 <CITED HERE> and Nova [25] in postnatal mouse brain using the mouse mm9/NCBI37 genome and annotation (July, 2007).	method	train
In addition, there may be tumor spread along the needle track, cyst rupture, hemorrhage, and/or infection<CITED HERE>.	background	train
coli strains, Edwardsiella tarda, or Salmonella typhimurium and plays a role in the biosynthesis of antibiotic and toxins <CITED HERE>.	background	train
Exclusion criteria were based on the proposed IDSA <CITED HERE> case definition of PTLDS, in order to minimize the impact of medical comorbidities linked to our outcome variables of fatigue, pain, and cognitive dysfunction.	method	train
Increased affinity of mAbs to FcRn at pH 6.0 was associated with greater SC bioavailability, whereas an increased affinity at pH 7.4 lead to a decrease in SC absorption in mice (Deng et al., 2010; <CITED HERE>).	method	train
MMPs are expressed in astrocytes (<CITED HERE>; Muir et al., 2002), and their activity is induced in the presence of A (Deb and Gottschall, 1996; Deb et al., 2003).	background	train
Enrichment analysis In the previous section, the construction of the weight vector associated with a given disease via <CITED HERE> was described.	method	val
A large number of studies have shown that reactive oxygen species (ROS) are implicated in the pathophysiology of many diseases including RA <CITED HERE>.	background	train
Several studies have shown that increased ABA levels can contribute to increased susceptibility to biotrophic pathogens <CITED HERE> and P.	result	train
The pathway for 4-CP degradation is unusual, via hydroxyquinol as a ring cleavage intermediate (<CITED HERE>), and this might be an explanation for the ability of A. chlorophenolicus to grow on high concentrations of this compound.	background	train
Genetic alterations in oncogenic KRAS and tumor suppressors TP53, CDKN2A, SMAD4, ARID1A, and MLL3 are found in pancreatic cancers.<CITED HERE> Cancer-associated fibroblasts (CAFs), as part of the tumor microenvironment, also play an important role in tumor initiation and progression, as well as drug efficacy.	background	train
The models with E. viridis or E. vanbrunti bindins as the foreground (data not shown) produced results identical to those of <CITED HERE> in that they found no positive selection along these branches.	result	train
Yet, our system-level study of the current state of HRM within health care organisations within Victoria showed a general lack of strategic HRM, including HPWS, within the health care organisations of this state <CITED HERE>, with larger hospitals demonstrating fewer aspects of HPWS than smaller community health services (Leggat et al.	background	train
Almost all previous histologic studies have shown that LLLT not only may affect the speed of dental movements, but also influences remodeling in the tissues surrounding the teeth and, consequently, results in formation of new bone of a higher quality and speeds up the remodeling of collagen fibers, which in turn might affect the short-term stability of the dental movements.<CITED HERE> Our findings are also consistent with this theory.	result	train
In many species, rhythmic movements have been proved to be the output of dedicated neural circuitries, the Central Pattern Generator(s) (CPGs) <CITED HERE>.	background	val
…limiting to infection of developing seeds of C. stoebe because fungal spores in flower heads would require moist conditions to germinate and infect, and flowering of this plant occurs during relatively dry summers, at least in the Pacific Northwest region of North America (<CITED HERE>).	background	train
Nonetheless, it is usually accepted in the literature that the increase in response times reflects the additional engagement of inhibitory processes (<CITED HERE>; Nigg, 2000; but see Aron, 2007 for a different interpretation), while the increase in error rate provides an index of the ability to…	background	train
Tasks are specified by a map function that processes key/value pairs into intermediate key/value pairs and a reduce function that merges and processes all intermediate pairs with the same key <CITED HERE>.	background	train
